,X,Y
2334,poehl warn dollar fall bundesbank presid karl otto poehl said weaker dollar would riski appreci mark would damag prospect sustain west german econom growth speech institut contempori german affair poehl said would extrem riski polici aim substanti declin valu dollar correct trade deficit said unit state could face viciou circl depreci inflat depreci took rout poehl note west germani alreadi taken step meet u demand greater stimul domest economi acceler tax cut cut interest rate toler target money suppli growth said would happi brought forward five billion mark tax cut plan januari begin year said govern face polit constraint get measur upper hous west german parliament also limit impact west germani could accept export rise mark said poehl said west germani reli export one third gross nation product substanti eros export market could offset increas demand home appreci mark could even obstacl growth said poehl said bundesbank toler rapid money suppli growth last year countri enjoy low inflat extern factor includ low oil price favour term trade given extra leeway poehl said west germani face difficult dilemma monetari polici underli rate inflat two pct report neg inflat rate last year west germani affect exchang rate develop time focu polici extern side live expansionari money suppli must care said said share u concern japan trade surplus affect european countri well unit state poehl welcom call louvr accord monetari offici major industri countri say import februari agreement stabil exchang rate underestim partner agre dollar right level chang would damag growth said remark chang attitud especi part american colleagu said said still danger correct dollar valu could overshoot,"['cpi', 'dlr', 'money-fx', 'money-supply', 'trade']"
2335,n z unemploy rate pct decemb quarter new zealand unemploy rate pct workforc quarter end decemb unchang revis pct preliminari pct previou quarter slightli pct year earlier quarter statist depart said depart cite household labour forc survey said statement number unemploy octob decemb septemb quarter year earlier,['jobs']
2336,bank japan buy dollar shortli open around yen dealer bank japan buy dollar shortli open around yen dealer,"['dlr', 'money-fx']"
2337,bank japan interven soon tokyo open bank japan bought small amount dollar shortli open around yen dealer said central bank interven medium size trade hous sold dollar put pressur u currenc said dollar also support major electr consum good compani specul dollar buyer around yen ad dollar open yen new york close yesterday,"['dlr', 'money-fx']"
2338,spain launch export drive spain unveil billion peseta plan month aim boost export reach european commun level director gener inf export institut apolonio ruiz ligero said target rais export pct gross domest product next four year compar pct said minimum prevail level ec reason lag behind countri like itali similar product structur said plan call provid soft loan tax cut fiscal benefit export rais spain presenc intern trade fair consum good fashion wine well tradit industri export promot ruiz ligero said inf would doubl annual budget billion peseta financ four year plan govern develop aid fund fad would provid special billion peseta grant plan call boost export five six pct real term year pct declin last year ruiz ligero attribut drop lack demand develop countri ralli domest consum demand rose six pct last year pct ad pct spain export went organis econom cooper develop oecd countri ec account pct market export commun rose seven pct last year govern plan concentr effort western europ u problem convinc businessmen export vital surviv context ec competit said said spanish businessmen tradit turn domest market satisfi rise consum demand turn back foreign market realis share home market go shrink grow deregul said foreign compani take posit domest economi vital secur market share abroad,['trade']
2339,japan rubber stock fall march japan rubber stock fell tonn march februari march japan rubber trade associ said stock tonn februari year earlier comparison march feb march crude rubber synthet latex,['rubber']
2340,south korean fix month high bank korea said fix midrat dollar highest level sinc februari set yesterday risen pct dollar far year rise pct,['money-fx']
2341,rossignol unit buy canadian ski boot maker french ski tenni equip maker lt ski rossignol said pct own subsidiari lt ski dynastar sa agre buy canadian ski stick boot manufactur lt cfa lt warrington inc rossignol spokesman declin give financi detail said turnov cfa mln french franc doubl rossignol group activ boot stick sector,['acq']
2342,nippon mine lower copper price nippon mine co ltd said lower sell price electrolyt copper yen per tonn effect immedi,['copper']
2343,australian union launch new south wale strike australian trade union said launch week long strike industri action new south wale nsw protest new law would reduc injuri compens payment union sourc said talk state govern broke last night two side schedul meet later today attempt find compromis rail freight ship cargo movement countri popul state first affect union offici said almost everi busi sector hit unless quick settlement state govern recent introduc new worker compens act would cut cash benefit injur worker third act await parliamentari ratif nsw state premier barri unsworth said worker compens risen steepli recent year propos cut would save hundr mln dollar year union offici said industri action could spread state feder govern also plan make sharp cut worker compens,['ship']
2344,usf g corp lt fg rais quarterli dividend qtli div ct vs ct prior quarter payabl april record march,['earn']
2345,lt brnf liquid trust set distribut brnf liquid trust said truste declar th liquid dividend dlr per unit payabl april one holder record seri b c certif march trust paid th liquid distribut januari amount dlr seri dlr seri b dlr seri c certif,['earn']
2346,stanlin inc lt stan st qtr jan net shr ct vs ct net vs rev mln vs mln note share adjust five pct stock dividend decemb,['earn']
2347,dow chemic co lt dow unit increas price dow chemic co said engin thermoplast depart increas sell price standard grade magnum ab resin three ct per pound also announc increas five ct per pound perform grade resin increas effect april,['pet-chem']
2348,swift energi co lt sfi th qtr net shr ct vs eight ct net vs rev vs year shr ct vs ct net vs rev vs,['earn']
2349,brown ferri industri inc lt bfi payout qtli div ct vs ct prior pay april record march,['earn']
2350,buffton corp lt buff buy b instrument buffton corp said complet purchas b industru inc two mln dlr cash share common stock said b privat compani headquart kansa sale dlr buffton said compani design manufactur aviat comput display system engin instrument,['acq']
2351,verein und westbank reorgan network und westbank ag lt vhbg f plan streamlin branch network improv distribut financi servic manag board member eberhard rainer luckey said told news confer result branch hamburg schleswig holstein would merg close branch frankfurt open bank consid open branch london luckey said bank total oper profit rose nearli pct parent bank net profit rose mln mln dividend remain unchang mark group balanc sheet includ first time vereinwest oversea financ jersey rose pct billion mark luckey said parent bank balanc sheet rose mln mark billion busi volum almost unchang billion credit volum eas billion billion loan compani rose seven pct foreign busi secur trade turnov also increas higher earn trade bank account contribut record oper profit net interest incom rose firmer interest margin mln mark mln net commiss incom rose mln mln luckey said foreign commerci busi influenc fall west german foreign trade earn still satisfactori bank exposur latin america less two pct total foreign credit africa less one pct bank continu sell exposur also continu stock risk provis said,['earn']
